"id" "csd_mean_e" "csd_mean_a" "csd_mean_pa" "csd_mean_na"
"A03A04A" -0.0826275889810164 -0.239151716006065 -0.0547921007292202 0.0325219445341946
"A03A06S" -0.00194355489759438 -0.0421418741093976 -0.179641291855392 0.148808958395236
"A03E01N" -0.0751227249140018 -0.0536241228450776 0.155262365821895 -0.0336843679589851
"A03E08L" 0.0145390181260514 0.0307890828591574 -0.0607013710752776 -0.00756624192547683
"A03S09G" 0.0203050224349297 -0.0663063214964165 -0.163243762750051 0.168720543859637
"A03Y07E" 0.0604847736456375 0.106557730710114 0.129183576273571 0.185326309551493
"A05A08E" 0.00290109601431715 0.0107330400645544 -0.0238073195993801 -0.0731471140069335
"A06A06N" -0.061862378064794 -0.00965319989755723 -0.0124855927769015 -0.0419730797468879
"A07E05R" -0.0200751689048607 0.0175916849499346 -0.0691923118917044 0.0304440638556474
"A07K03A" -0.071294155190145 0.0288034940090285 -0.0138221727532587 -0.127367816685552
"A09A06R" -0.128655230182231 -0.113099359411868 -0.067215576602096 0.00794473490473856
"A10Y07N" -0.0465420528990175 -0.111195557973035 -0.109457027988167 -0.0405214745501901
"A12E11S" -0.00297354449321969 0.206793118928559 -0.0523478076303368 -0.00593601700646576
"B03A10R" 0.0718374797931097 0.145594325416738 0.307356055579708 0.00126054854418263
"B04N10T" -0.0363526430181304 -0.0436737393505668 -0.0781985759192243 -0.107148913234454
"B11N09I" -0.110573300694232 0.00983608295434747 -0.0545924532467083 -0.153282457754502
"B12E09F" 0.000844850468653634 0.0313706243369763 -0.0434429938788804 0.128455447176496
"C01E12K" 0.208111431745227 0.163111844154743 0.305316618260492 -0.0149837825911023
"C02S10L" -0.0510185928157714 -0.161254077486328 -0.127558995622099 -0.132655032300883
"C03A06D" 0.0393246708052786 0.0358737038940363 0.323887033337646 0.185504857119089
"C05A01S" 0.0456525688707029 0.0986295049164323 0.126066328743847 0.0503541631591039
"C05E04T" 0.0451466658060635 -0.0284180601619052 0.205181042501807 0.0832069910546222
"C05E10A" 0.0509170625193455 0.0360894160423907 0.228660092908794 0.0142739660186731
"C06E06T" 0.341260609674181 0.126728453351488 0.275128131661989 0.34695627232746
"C11A05K" 0.0134287166349306 0.050267653589761 0.0528006058928944 -0.0380740341071759
"C11D07N" -0.0538760089973479 -0.00820065541251571 -0.417804837613109 -0.255201557100144
"C12A06R" 0.0472187560647822 -0.0306080072037806 -0.184377927222151 -0.108839313073409
"D02A10R" -0.0429433654253509 -0.196540529570542 -0.18216569346698 -0.00603851715321654
"D02E09L" 0.225872114125398 0.247289394561547 0.147861618957712 0.097591367109955
"D04A07L" -0.015473519590154 0.022309231356466 -0.117371562358246 0.198580593658825
"E02A07E" -0.139300676781144 -0.235048458393221 -0.375048170496644 -0.102174544032595
"E08A01T" -0.126009740543567 -0.0719642910457279 -0.23570395481117 -0.335703353588028
"E08A03A" -0.023264172041974 -0.048066220284635 0.0214273421675553 -0.0484694947428159
"E09E10R" -0.0717957344385885 0.0984346806192371 -0.122800077963049 -0.128494092625522
"G01A07N" -0.0432982039209371 -0.158841593852262 0.0863562281946946 0.110016171552748
"G03E08R" 0.0702207717481756 -0.101811192015926 0.139991715706535 -0.00720771324395092
"G04L10E" 0.0715826710239343 -0.00315659848162628 -0.0745295124867281 0.0887245148675155
"G09S07L" -0.0707406333835996 -0.0723049575897052 -0.224626322624667 0.010612953806905
"H04O01Y" -0.142791941874632 -0.118078601228041 0.0906833487549728 -0.0171187471851905
"H05A02S" 0.0587803750625135 0.0914410556769785 -0.164612535515493 -0.0740403153576718
"H05E10N" -0.105054997812001 -0.0663727941842374 -0.14093467319399 -0.103960385705483
"H07A09S" 0.0773524079232784 0.174962219623749 0.605968443105721 0.313161034011717
"H11A01R" -0.0462995824155497 0.0448401624313241 0.0397441485963736 0.269946787182672
"I04Y09A" -0.0212870641911927 0.0215338218641908 0.0831048418224142 -0.031467759779948
"I07A05R" -0.11927926728217 0.0459928864525962 0.122857259223707 0.115373613739675
"I07E04E" -0.0722541505520301 0.0312633334483162 -0.00762049164466216 -0.039054024497061
"I08A05E" 0.113760459158779 0.133832017387436 0.176174482498469 0.0132830751986839
"J04N05E" -0.125775438195089 -0.128433958275794 -0.148620245221605 0.0147247572193549
"J06H06Y" 0.0366549714640311 -0.0354765024636491 0.103843053409686 0.072277413143958
"K01A03R" 0.0453049845384924 0.345456666689541 -0.058924031362854 -0.0132401851967137
"K01A08O" 0.143850788912468 -0.0630269690233565 0.132320909201833 0.030756184049972
"K02A07G" -0.0859259580923718 -0.059907329393041 -0.0285998947427623 0.0327470748870188
"K02E02E" -0.00955453424293757 -0.214303185273091 -0.192151592522092 -0.0901517227969484
"K02E06N" -0.037986011052048 -0.0915179576056298 -0.219813976004281 -0.21136385157345
"K02E10R" 0.174182090713412 0.153589907284256 0.0602278739904245 0.0410359212672166
"K02H04N" -0.0937732620185634 -0.150463716435707 -0.199341096760087 0.0304062211796907
"K03S09T" -0.126319824797939 -0.174389189611074 0.0292236198841609 -0.101581295029288
"K04E05H" 0.0106702070816293 -0.131733512116104 -0.180673410891771 0.0557490909791165
"K06M08K" -0.14509316182962 -0.0688139610534076 -0.109821986354274 -0.151827728836822
"K08S08R" -0.150482685699998 -0.00255988905677938 -0.213422297680806 -0.188666313055259
"K09E10T" 0.0465504811502959 -0.118146373604239 0.0981450936676122 -0.017835169561363
"K09E12T" -0.127166225949202 -0.190854720344853 -0.0971998022435067 -0.0321781363019548
"L05H07N" -0.0522046982989433 -0.125411124903811 -0.1079243164707 -0.16203042064951
"M02A10H" -0.00329705049383028 -0.0330653467356132 -0.168060695476849 -0.0139416023642798
"M02A10T" -0.0412214187005938 0.0246412799599372 0.121999172813007 0.0792341476408243
"M02P02S" -0.0845192964312139 -0.205758663712242 -0.381508173327665 -0.425999529286005
"M03H04B" -0.0230557937477436 0.061130600000855 -0.164572411354252 -0.213516149267318
"M04L03R" 0.11370251044383 0.0436093492634879 0.0351657180749306 -0.0654985802009415
"M04L08E" 0.422724997826263 0.230011443596591 0.459440799399281 0.25638941939811
"M05E10N" 0.0304715345901704 0.017263388193704 0.0596815521789567 0.3718313198326
"M07A03R" 0.00158273703001294 -0.0756572357224122 0.130560577640832 -0.0128038305002322
"M07A04K" -0.166303084177066 -0.0703369949853916 -0.373386052241298 -0.0480506011720181
"M07N09K" 0.154226548024373 0.129922873444412 0.281778518553119 -0.0194040362450797
"M09A12R" -0.0974721742233562 -0.0790174519141407 -0.308453431296113 -0.339408619948374
"M12A10R" 0.02539942220248 -0.019302453717264 0.0244197284656758 0.0168823181205194
"M12Y01N" -0.0502191980828242 0.0642830997182663 -0.0811472720353721 -0.0626878042441176
"N05A05R" 0.292947128960242 0.486336046322694 0.597268306046853 0.418180297501101
"N05C09Z" 0.0952890370326448 0.0788090704984615 0.242344608011181 0.291159013994288
